smiles,dipm,gap,lumo,combined,pce_1,pce_2,sas
c1sc(-c2[SiH2]c(cc2)-c2ccc(-c3scc4occc34)c3cscc23)c2Cccc12,1.796,1.347577862554,-8.0064,10.8024,3.3208477852640925,0.0,4.382104801968961
c1ccc(C2=Cc3oc4c(c3C2)c2c[nH]cc2c2ccc3=CCC=c3c42)c2ccccc12,3.025,1.558395760453,-7.394,11.419,0.4196592279678022,0.0,3.607923761626705
c1cc2sc3cc4ccc5cscc5c4cc3c2c2cCcc12,1.778,1.764236227036,-7.7828,10.5608,2.59411577969096,0.0,3.3614862612681486
[nH]1c2cc(-c3ccc[se]3)c3c[nH]cc3c2c2c1c1[se]ccc1c1=CCC=c21,2.031,1.887796806358,-7.3293,10.3603,1.0457033328723435,0.0,4.618361859273919
[SiH2]1C=CC=C1c1cc2sc3c4[se]ccc4c4cocc4c3c2c2cocc12,1.372,1.637808753845,-7.9145,10.2865,3.177814608978786,0.0,4.853093483205543
c1cc2oc3c4sc(cc4c4nsnc4c3c2s1)-c1scc2cc[se]c12,2.597,1.5589167620559998,-8.3064,11.9034,5.394934498235235,0.0,4.186104637392655
[nH]1c(cc2ccc3c4[SiH2]C=Cc4cnc3c12)-c1cccc2cscc12,0.492,2.003656119152,-7.6592,9.1512,2.074291147217349,0.0,3.718176774638181
c1cc2c(cn1)c1c3cocc3c3cc(ccc3c1c1=C[SiH2]C=c21)-c1cccc2nsnc12,3.696,1.338192837778,-8.3421,13.0381,5.8113209828074295,0.0,3.8241095768666495
c1Cc(cc1)-c1sc(-c2sc(c3Cccc23)-c2scc3[nH]ccc23)c2occc12,3.5210000000000004,1.240644034269,-7.79,12.311,1.2442111627890649,0.0,4.085613462635283
[nH]1c2ccncc2c2ncc3cc([se]c3c12)-c1ccccn1,6.3660000000000005,2.01605475458,-7.9037,15.2697,2.7863543192506905,0.0,3.31068909145249
c1ccc(-c2ccc(o2)-c2ccc(s2)-c2ncncn2)c2cscc12,4.226,1.572435990665,-8.3511,13.577100000000002,5.63899695250001,0.0,2.971014313099719
c1ccc(nc1)-c1cnc2c(c1)c1ccccc1c1c3ccccc3cnc21,2.356,2.020720636458,-7.7205,11.0765,2.2370324052115467,0.0,2.359722929278048
c1ccc([se]1)-c1cc2[se]c3c(ccc4ccc5cscc5c34)c2c2=CCC=c12,2.239,1.581531984039,-7.9331,11.1721,3.249015223261243,0.0,4.299214687519806
[nH]1c2cc(cnc2c2oc3cccnc3c12)-c1cccc2cscc12,2.599,2.140173667676,-7.7347,11.3337,2.127612323189219,0.0,2.9874949284843346
[nH]1c(cc2cnc3c(c4cscc4c4ccc5cscc5c34)c12)-c1ccc[se]1,3.327,1.823514348127,-7.7994,12.1264,2.649138331245567,0.0,3.837855896311015
[nH]1c(cc2Cc3c(-c12)c1nsnc1c1cc[se]c31)-c1scc2[se]ccc12,0.81,1.2049148982709998,-8.29,10.1,5.202515173922646,0.0,4.648335406623422
[nH]1cccc1-c1cc2c3cscc3c3c4ncccc4c4=C[SiH2]C=c4c3c2[nH]1,5.539,1.241844147432,-8.0067,14.5457,2.9489758475765937,0.0,4.024012489717609
c1ccc(s1)-c1cc2c3nsnc3c3ccc4cscc4c3c2c2=C[SiH2]C=c12,1.23,1.209360935037,-8.3947,10.6247,6.139665358657241,0.0,3.9873284237835422
c1cc2Cc3c([se]c4ccc5ccccc5c34)c2[se]1,2.49,2.191756321663,-7.5995,11.0895,1.752870332051418,0.0,3.7698732350224926
[nH]1c(cc2[SiH2]C3=C(CC=C3)c12)-c1ccccc1,1.972,2.044690856451,-7.0413,10.0133,0.489909168369107,0.0,3.5519199755057143
c1sc(-c2cc3c4cocc4c4c(ncc5ccc6ccccc6c45)c3[se]2)c2ccoc12,2.358,1.763863626569,-7.9186,11.2766,3.1676706040451474,0.0,3.7569228000882458
c1sc(-c2ccc(cc2)-c2ccc(cc2)-c2scc3cc[se]c23)c2occc12,1.032,2.075604257919,-7.6362,9.6682,1.9544695022895275,0.0,3.2867328193879377
c1sc(-c2ccc3c(c2)sc2ccc4=C[SiH2]C=c4c32)c2[se]ccc12,3.684,2.120663461604,-7.5086,12.1926,1.6067217187069958,0.0,4.30632126552848
c1ccc(cc1)-c1ccc2c(c1)[se]c1c2ccc2cccnc12,2.633,2.284325286806,-7.6298,11.2628,1.7013922064258324,0.0,2.566508334846745
c1sc(-c2cc3cnc4c(ccc5ccc6cocc6c45)c3s2)c2cc[nH]c12,5.2,1.891510423189,-7.6738,13.8738,2.1721073023848345,0.0,3.4457460062011247
C1C=c2ccc3ccc4c(ccc5cc(C6=CC=CC6)c6nsnc6c45)c3c2=C1,3.135,1.433995943867,-8.0879,12.2229,4.0502784013001545,0.0,3.5385551071976185
c1ccc(-c2sc(-c3sc(-c4nccc5nsnc45)c4ccoc34)c3occc23)c2cscc12,3.249,0.987882761835,-8.5886,12.8376,7.585032862018688,0.0,3.810091952151524
[nH]1ccc2oc3c4[nH]c(cc4[nH]c3c12)-c1ncncn1,6.541,1.99423871166,-7.5868,15.1278,1.869696861350102,0.0,3.601360410776053
[nH]1c2C=C([SiH2]c2c2[SiH2]c3ccc4nsnc4c3-c12)c1nccs1,0.28,1.151727661009,-8.3203,9.6003,5.330585173127373,0.0,4.677173886686209
c1sc(-c2sc(c3Cccc23)-c2ncc(-c3scc4[nH]ccc34)c3nsnc23)c2sccc12,3.189,0.950806240438,-8.3762,12.5652,5.0084414564157695,0.0,4.10034034609742
C1C=c2c(cc3ccccc3c2=C1)-c1cnc2C=C[SiH2]c2c1,1.582,1.988933516786,-7.5515,10.1335,1.7693988685732938,0.0,3.900207972571372
[SiH2]1C=Cc2c1c1cc3c4c[nH]cc4c(cc3cc1c1c[nH]cc21)-c1nccc2nsnc12,2.795,0.985509815994,-8.2502,12.0452,3.839682540682815,0.0,4.193780492395938
c1sc(c2C=CCc12)-c1cc2sc3c([se]c4ccc5nsnc5c34)c2c2cocc12,5.363,0.651582888681,-9.1398,15.268782888681,0.0,17.79175827949509,4.305386340430498
c1sc(-c2cc3cc4[se]c5ccc6cscc6c5c4cc3c3=C[SiH2]C=c23)c2[nH]ccc12,3.137,0.073691913344,-9.2543,12.579391913344,0.0,22.64681049212934,4.564378145289743
C1C=Cc2c1c1cnc3C=C(Cc3c1c1c[nH]cc21)c1cccnc1,3.759,2.020271419868,-7.4974,12.2564,1.6135781482554383,0.0,3.6850586207920273
[nH]1c-2c([SiH2]c3ccc4cocc4c-23)c2c1cc(-c1scc3C=CCc13)c1cscc21,3.427,1.674989062007,-7.5921,12.0191,1.6935535149385972,0.0,4.417469417353575
c1sc(-c2cc3cnc4c(cnc5ccc6cocc6c45)c3c3cscc23)c2[se]ccc12,4.374,0.027370898078,-9.1011,13.616870898078,0.0,26.560441491158784,4.02702664624209
[nH]1c(cc2[nH]c3c4[SiH2]C=Cc4ncc3c12)-c1scc2nccnc12,2.512,1.186761733245,-8.3889,11.9009,6.049043186534417,0.0,4.2372770347592486
c1ccc(o1)-c1cnc(-c2ccc(nc2)-c2nccs2)c2nsnc12,2.441,1.337540352465,-8.8195,12.2605,9.702820639670794,11.57877838010545,2.9448598515612563
[nH]1c-2c(Cc3ccc4c[nH]cc4c-23)c2c1cc(-c1cccc3nsnc13)c1c[nH]cc21,2.748,0.931384048986,-7.8925,11.6405,0.0,0.0,3.630855564644582
c1cc2cnc3c(sc4cc(-c5cccnc5)c5ccccc5c34)c2s1,2.571,2.269956787249,-7.7636,11.3346,1.9848674704504208,0.0,2.6734389569192825
c1sc(-c2ncc(s2)-c2Cc(cc2)-c2nccc3nsnc23)c2cc[se]c12,1.358,1.167332157672,-8.7012,11.0592,9.000098842736596,0.0,4.150119124231184
[nH]1c2cc(C3=CC=C[SiH2]3)c3c[nH]cc3c2c2oc3ccc4cocc4c3c12,1.4580000000000002,1.584470766582,-7.4353,9.8933,0.722958085272805,0.0,4.3408319447440045
c1cc2ccc-3c(Cc4ccc5cscc5c-34)c2cn1,1.884,2.095512735599,-7.7359,10.6199,2.1918041191386948,0.0,2.8335034876991294
c1ccc(-c2ccc(cn2)-c2sc(c3Cccc23)-c2cccc3nsnc23)c2c[SiH2]cc12,1.857,0.998853184218,-8.3943,11.2513,5.471986413225881,0.0,3.868687223165167
C1C(=Cc2oc3cc4C=C[SiH2]c4cc3c12)c1cccc2cscc12,1.771,1.8057644733,-7.7207,10.4917,2.3480806950095414,0.0,4.134721265528479
c1ccc(s1)-c1sc(-c2sc(-c3ccc[se]3)c3sccc23)c2occc12,1.934,1.258541269552,-8.1986,11.1326,4.55963616252027,0.0,3.7724170634281577
[nH]1c(cc2Cc3c(ncc4ccoc34)-c12)-c1cccc2cscc12,0.962,1.895028517485,-7.6021,9.5641,1.93051602828164,0.0,3.3744943424515563
c1ccc(-c2cc3cnc4c(cnc5ccc6c[nH]cc6c45)c3c3cscc23)c2c[nH]cc12,6.197,1.480775134276,-7.6551,14.8521,1.4943904799029184,0.0,3.5491403460974205
[nH]1cccc1-c1cc2cnc3c4CC=Cc4c4ccccc4c3c2c2ccccc12,2.437,2.169105859384,-7.459,10.896,1.4680639194761518,0.0,2.955817109661268
[nH]1ccc2c3c[nH]cc3c3cc(ccc3c12)-c1scc2cc[nH]c12,3.576,2.137522087591,-6.9403,11.5163,0.3978180832786095,0.0,3.30477126552848
c1ncc(s1)-c1cc2c3nsnc3c3c(c4cocc4c4ccc5nsnc5c34)c2s1,0.945,1.6981249175,-8.5187,10.4637,6.209748192794313,0.0,3.858839187473365
[nH]1c2cc(cnc2c2cnc3ccncc3c12)-c1cncs1,2.842,2.093033230823,-8.0539,11.8959,3.061013783913475,0.0,3.0122373432007423
[nH]1ccc2c3nsnc3c3c(oc4cc(-c5scc6ccsc56)c5cscc5c34)c12,4.384,1.6026322271200002,-7.9769,13.3609,3.4927143209126035,0.0,3.850281725045884
[nH]1c(cc2c1c1c3cscc3c3ccccc3c1c1=C[SiH2]C=c21)-c1scc2[nH]ccc12,3.53,1.221373914771,-7.7476,12.2776,0.7934086189857381,0.0,4.033616358689247
c1ccc(cn1)-c1cc2oc3c(c4cscc4c4ccc5c[nH]cc5c34)c2[se]1,6.696000000000001,1.754810120198,-7.7343,15.4303,2.390809075060057,0.0,3.759733918289036
[nH]1c2cc(cnc2c2ccc3ccc4=CCC=c4c3c12)-c1scc2[se]ccc12,4.591,2.092597887982,-7.6131,13.2041,1.880723431584883,0.0,3.8719635886187063
c1ccc(o1)-c1ccc(-c2ncc(-c3scc4Cccc34)c3nsnc23)c2nsnc12,1.332,1.180208280111,-8.6478,10.9798,8.473077184176049,0.0,3.640532983999421
[nH]1cccc1-c1cc2ccc3c(c4c[nH]cc4c4ccc5cscc5c34)c2[nH]1,6.68,1.922004762259,-7.2405,14.9205,0.8271558907246265,0.0,3.392350951256069
c1sc(-c2cnc3cc4c(cc3c2)c2cocc2c2ccncc42)c2[se]ccc12,4.668,1.917286142362,-8.0425,13.7105,3.4380304349890265,0.0,3.713344497118042
c1[SiH2]c(cc1)-c1sc(c2Cccc12)-c1ccc(-c2scc3occc23)c2c[SiH2]cc12,2.501,1.081835618497,-8.152000000000001,11.653,3.4305988809906265,0.0,4.910723263507421
c1Cc(cc1)-c1ccc(nc1)-c1ccc(-c2cccs2)c2c[SiH2]cc12,2.8960000000000004,1.287335114815,-8.0502,11.9462,3.463555135718999,0.0,3.6452610823304887
[nH]1c2ccc3ccccc3c2c2c1c1ccc(cc1c1=C[SiH2]C=c21)-c1ccccc1,2.132,1.730190856388,-7.5901,10.7221,1.7725014797600445,0.0,3.070275571199729
[nH]1c2ccsc2c2cc3c4c[nH]cc4c(cc3cc12)-c1cncs1,1.831,2.012194921719,-7.4932,10.3242,1.602842083721293,0.0,3.309769342451558
c1cnc(s1)-c1cnc(s1)-c1ccc(o1)-c1cccc2c[nH]cc12,3.973,1.489089131887,-8.0821,13.0551,4.058610067643323,0.0,3.083634727066941
[SiH2]1C=c2c3C=C[SiH2]c3c3ncc4cc(-c5ccccn5)c5c[nH]cc5c4c3c2=C1,3.591,1.3740024871599998,-7.9081,12.4991,2.7128189321150704,0.0,4.491070226561012
c1ccc([se]1)-c1sc(-c2sc(-c3cccc4cscc34)c3ccsc23)c2sccc12,1.15,1.277496020048,-8.1471,10.2971,4.192800506068473,0.0,3.854017109661267
c1ccc(cc1)-c1cc2ccc3c4ccccc4c4=CCC=c4c3c2o1,1.167,2.209653763819,-7.414,9.581,1.3526569176264835,0.0,2.7295247557358504
c1ccc(cn1)-c1[SiH2]c(cc1)-c1sc(-c2cccc3ccccc23)c2[se]ccc12,1.886,1.327746212076,-8.1772,11.063199999999998,4.535603703834115,0.0,3.7250261947307752
[nH]1c2cc([se]c2c2c1c1c3cscc3ccc1c1=CCC=c21)-c1scc2sccc12,2.573,1.457371880607,-7.9099,11.4829,2.945108952953996,0.0,4.280897109661267
c1ccc2c3[SiH2]C(=Cc3sc2c1)c1cccc2ccccc12,1.4480000000000002,2.067166832757,-7.6874,10.1354,2.097486563466836,0.0,3.0044897907531904
[nH]1ccc2sc3c(c4cocc4c4cc(ncc34)-c3scc4cc[se]c34)c12,4.855,1.820247731075,-7.7463,13.6013,2.4462004397333907,0.0,4.169546474658533
[SiH2]1C=Cc2c1c1ccc3cc(ccc3c1c1nsnc21)-c1scc2[se]ccc12,1.978,1.480664543928,-8.2935,11.2715,5.414066920679969,0.0,4.3063504018055205
c1sc(C2=Cc3ccc4cc5ccc6nsnc6c5cc4c3[SiH2]2)c2CC=Cc12,1.131,1.653830056697,-8.0498,10.1808,3.858696171713836,0.0,3.992721830376948
c1sc(c2Cccc12)-c1sc(-c2ccc(cc2)-c2ccccc2)c2ccCc12,0.062,2.095894526942,-7.5164,8.5784,1.6386133822274576,0.0,3.124258094113212
c1sc(c2Cccc12)-c1ccc(-c2Cc(cc2)-c2cccc3c[SiH2]cc23)c2c[nH]cc12,1.558,0.991322594593,-8.004,10.562,1.3085385889048924,0.0,4.322995018738873
[nH]1ccc2cc3c4cocc4c4cc([se]c4c3cc12)C1=CC=CC1,1.18,1.97106771997,-7.4524,9.6324,1.483243489497386,0.0,3.959430880913096
[SiH2]1C=Cc2ccc3c4[SiH2]C(=Cc4ccc3c12)c1scc2ccoc12,1.194,1.698876556072,-7.7592,9.9532,2.468945004537491,0.0,4.624305880913095
[nH]1ccc2ncc3c4sc(cc4cnc3c12)-c1cccc2cocc12,3.56,2.051599267416,-7.8279,12.3879,2.5045145511304487,0.0,3.2312573900227965
c1ncc(-c2sc(-c3ccc(s3)-c3ncncn3)c3[SiH2]ccc23)c2nsnc12,1.339,1.370676667121,-8.8492,11.1882,9.819981802349288,10.939831668995888,4.133087214992333
[nH]1c2cccnc2c2c3cocc3c3cc([se]c3c12)-c1scc2[SiH2]C=Cc12,5.999,0.3100540174989999,-8.8879,15.311354017499,0.0,27.1341556771932,4.589156731068792
c1sc(-c2ccc(cn2)-c2ccc(nc2)-c2cncc3nsnc23)c2cc[nH]c12,5.541,0.958680426873,-8.7096,15.2506,8.90393407045389,0.0,3.2118463538819686
c1sc(-c2sc(-c3ccc(cn3)-c3cccnc3)c3cc[nH]c23)c2cc[se]c12,2.93,1.407488848937,-8.0959,12.0259,4.071505261819899,0.0,3.582756995212113
c1Cc(cc1)-c1sc(-c2sc(-c3cncs3)c3[SiH2]ccc23)c2sccc12,3.312,1.377924132042,-8.1011,12.4131,4.062897071026728,0.0,4.456369134434075
[nH]1c(ccc1-c1scc2ccsc12)-c1sc(c2[SiH2]ccc12)-c1scc2[SiH2]ccc12,1.5659999999999998,1.6338612066229998,-7.6765,10.2425,2.008357141387183,0.0,4.940965186773215
c1ncc(s1)-c1cnc(-c2sc(-c3scc4cc[se]c34)c3cc[SiH2]c23)c2nsnc12,3.656,0.98402144566,-8.7696,13.4256,9.664688362092852,17.365147219599383,4.772501725045883
[nH]1cccc1-c1ncc(s1)-c1Cc(cc1)-c1scc2occc12,3.174,1.488464890937,-7.9867,12.1607,3.4700432435141995,0.0,3.726372548893567
c1cc2sc3cc4cc(-c5ncncn5)c5ccccc5c4cc3c2c2nsnc12,1.939,1.729437640616,-8.5815,11.5205,6.411769323192974,0.0,3.0242755711997287
c1cc2cc3c(cc2s1)c1ccc(cc1c1=C[SiH2]C=c31)-c1scc2[nH]ccc12,3.027,1.716403483328,-7.6693,11.6963,2.089529343750335,0.0,3.813814687519805
c1Cc(cc1)-c1cnc(-c2ncc(s2)-c2scc3cc[SiH2]c23)c2nsnc12,3.039,1.173371050386,-8.7474,12.7864,9.450513140764455,0.0,4.375006303718363
c1sc(C2=Cc3sc4c(ccc5ccc6c[nH]cc6c45)c3[SiH2]2)c2ccoc12,1.6780000000000002,1.470239962547,-7.8648,10.5428,2.6967761354967763,0.0,4.122631944744005
c1cnc2c(c1)[se]c1c3sc(cc3c3ccccc3c21)-c1cccc2cscc12,0.894,1.798690004722,-8.0296,9.9236,3.602131003955043,0.0,3.255690916216186
c1sc(-c2sc(-c3ccc([se]3)-c3cncc4nsnc34)c3occc23)c2ccoc12,3.1180000000000003,0.8427298011900001,-8.7838,12.85892980119,9.449873180157264,19.622387012406303,4.139923263507421
c1cc2cc3[se]c4C=C(Cc4c3cc2o1)c1cncs1,2.43,1.895821036857,-7.9788,11.4088,3.246481294100519,0.0,3.996605795391437
[nH]1ccc2cc3c4cocc4c4cc(ncc4c3cc12)-c1nccc2nsnc12,2.943,1.105298553078,-8.5901,12.5331,7.865704230528043,0.0,3.378743436110085
[nH]1cccc1-c1cc2c3cocc3c3c4CC=Cc4c4nsnc4c3c2[se]1,3.971,1.586936378689,-7.9127,12.8837,3.143149411826786,0.0,4.353211431923492
c1sc(c2C=C[SiH2]c12)-c1cc2ccc3c([se]c4ccc5c[nH]cc5c34)c2c2c[nH]cc12,5.856,0.02681714517,-8.3403,14.33751714517,0.0,0.0,4.571700229656988
c1sc(-c2cc3[se]c4c(c5cscc5c5ccccc45)c3cn2)c2[se]ccc12,1.6840000000000002,1.760754199034,-7.9463,10.6303,3.28964644612966,0.0,4.0363718303769485
c1sc(c2[SiH2]C=Cc12)-c1ccc2cc3c(cc2c1)sc1ccc2=C[SiH2]C=c2c31,0.503,1.348219127294,-8.1608,9.6638,4.446483018084251,0.0,4.389996006201124
c1cc2c3c[nH]cc3c3c4[SiH2]C(=Cc4sc3c2o1)c1cccc2nsnc12,5.917000000000001,1.191740080912,-8.1849,15.1019,4.241552835987263,0.0,4.142975534487594
c1cc2sc3c4oc(cc4[se]c3c2cn1)-c1nccc2nsnc12,2.082,1.498320974895,-8.8558,11.9378,9.254359698766953,9.335159141079156,3.696050111682325
c1cc2oc3c4[SiH2]C(=Cc4[se]c3c2c2c[nH]cc12)c1cccc2ccccc12,2.835,1.657056863245,-7.6341,11.4691,1.8507273711831336,0.0,3.864727324882443
c1cc2c([se]1)c1[se]c3cc(oc3c1c1ccccc21)-c1cncc2nsnc12,1.5590000000000002,1.299559642941,-8.7764,11.3354,9.456456366542165,12.40824243812308,3.946947105102224
c1sc(c2CC=Cc12)-c1cc2c3c[nH]cc3c3c4ccccc4oc3c2c2nsnc12,6.103,1.476082345511,-8.0814,15.1844,4.046085592115172,0.0,3.715247127920016
c1sc(C2=Cc3c(C2)c2ncc4ccccc4c2c2nsnc32)c2occc12,0.693,1.521247084021,-8.2212,9.9142,4.919200056034438,0.0,3.609554247959367
[nH]1cccc1-c1cc2cnc3c(oc4ccc5cscc5c34)c2[se]1,2.616,2.019486139633,-7.7668,11.3828,2.372742622244313,0.0,3.79029626552848
c1cc2cnc3c4[SiH2]C(=Cc4c4=CCC=c4c3c2o1)c1ncncn1,5.645,1.440709220837,-8.381,15.026,6.049869482139258,0.0,4.346746005407412
c1cc2c3cocc3c3c([se]c4cc(-c5ccccn5)c5nsnc5c34)c2s1,1.416,1.515852911715,-8.4293,10.8453,6.249449738503901,0.0,3.813440511695631
c1sc(C2=Cc3c([SiH2]2)c2ccc4ccc5=C[SiH2]C=c5c4c2c2c[nH]cc32)c2ccoc12,2.233,1.318230756188,-7.8501,11.0831,2.0961787933437304,0.0,4.695084348763688
[nH]1c(ccc1-c1cccc2c[SiH2]cc12)-c1sc(-c2scc3[SiH2]ccc23)c2cc[se]c12,0.945,1.18810700178,-8.0514,9.9964,3.073992253119641,0.0,5.053644801968961
[nH]1cccc1-c1cc2[nH]c3c(ccc4cc[nH]c34)c2o1,5.922999999999999,2.730507728319,-6.4396,13.3626,0.1722247216882215,0.0,3.1132534876991294
c1ccc([se]1)-c1cc2c3c[nH]cc3c3c(cnc4ccc5cscc5c34)c2o1,4.038,2.021533164278,-7.5974,12.6354,1.8878576284769375,0.0,3.807363039168158
c1ccc(s1)-c1ccc(cc1)-c1ccc(-c2scc3cc[nH]c23)c2c[nH]cc12,1.6369999999999998,1.796019205885,-7.2889,9.9259,0.7457207346027661,0.0,2.986554797409916
c1ccc(o1)-c1cc2c3c[nH]cc3c3c(cnc4ccc5=CCC=c5c34)c2o1,5.851,1.98810164346,-7.4659,14.3169,1.525747794938673,0.0,3.5335141380692567
c1cc2ccc3cc(oc3c2o1)-c1scc2C=C[SiH2]c12,1.053,2.547839430346,-7.3657,9.4187,1.0059820595474005,0.0,4.025546564622207
c1cc2sc3cc4cc(-c5nccc6nsnc56)c5=C[SiH2]C=c5c4cc3c2s1,0.8740000000000001,1.074662351817,-8.6222,10.4962,8.157431120840876,0.0,4.007581720486838
[nH]1cccc1-c1cc2cc3ccc4ccc5c[nH]cc5c4c3cc2c2nsnc12,3.593,1.4521724343579998,-7.9805,12.5735,3.378605903270868,0.0,3.2670463538819687
c1cnc(-c2cnc3c4cnc5ccc6cscc6c5c4c4=C[SiH2]C=c4c3c2)c2nsnc12,2.823,1.005867231652,-8.7316,12.5546,9.25815030532729,0.0,4.057509576866652
c1cnc(-c2cc3[se]c4c(c3cn2)c2nsnc2c2ccc3=C[SiH2]C=c3c42)c2nsnc12,6.716,1.177681714145,-8.6594,16.3754,8.58613911578483,0.0,4.484399723165168
c1sc(-c2ccc(-c3ccc(cn3)-c3cccc4c[SiH2]cc34)c3cocc23)c2cc[nH]c12,3.959,1.258790845433,-8.0043,12.9633,3.001057588786168,0.0,3.865577607780552
c1sc(-c2ncc(s2)-c2ccc(nc2)-c2cccnc2)c2cc[SiH2]c12,2.398,1.752276195882,-8.1561,11.5541,4.241299596902499,0.0,3.5706118515612584
c1ncc(s1)-c1sc(-c2sc(-c3cccc4nsnc34)c3ccoc23)c2[se]ccc12,1.548,1.063605108203,-8.5777,11.1257,7.666742239164457,0.0,4.030029417353575
C1C=c2c3C=C(Cc3c3c4c[nH]cc4c4C=CCc4c3c2=C1)c1cncs1,3.327,1.313027027013,-7.6772,12.0042,0.852235285419508,0.0,4.355401175513236
c1cc2cc3cnc4C=C(Cc4c3cc2c2cscc12)c1ncncn1,4.788,1.806260201783,-8.3207,14.1087,4.851911756977738,0.0,3.459765584138217
c1ccc(cn1)-c1cc2cnc3ccc4ccccc4c3c2c2cscc12,1.015,2.023174518436,-7.8948,9.9098,2.746904643541997,0.0,2.59087297038503
c1sc(-c2cc3c4cscc4c4c(cnc5ccc6=CCC=c6c45)c3cn2)c2nccnc12,3.3680000000000003,1.266278443914,-8.5246,12.8926,7.313870726446689,0.0,3.742713772670848
c1sc(-c2sc(-c3[SiH2]c(cc3)-c3scc4[SiH2]ccc34)c3ccCc23)c2ccCc12,2.239,1.203998644779,-7.9999,11.2389,2.7178065604036235,0.0,5.1356246032188375
[nH]1c(cc2cnc3c4sccc4c4c[nH]cc4c3c12)-c1cccc2c[nH]cc12,9.469,2.236896447653,-7.0979,17.5669,0.759731277843841,0.0,3.4254729292780484
[SiH2]1C=Cc2ncc3c(cnc4cc(ccc34)-c3scc4cc[nH]c34)c12,2.983,1.77967715885,-7.8086,11.7916,2.6993474653969254,0.0,3.858137390022796
c1cc2c3c[nH]cc3c3c([se]c4cc(-c5scc6[SiH2]C=Cc56)c5=C[SiH2]C=c5c34)c2o1,2.023,1.219451240348,-7.8137,10.8367,1.29752514257025,0.0,5.263140186584344
C1C=c2c3cc(ccc3c3c4ccccc4c4C=C[SiH2]c4c3c2=C1)-c1cccnc1,2.262,1.864377970883,-7.6669,10.9289,2.1512459087310964,0.0,3.540777109661268
c1c-c2c(-nc1)c1cnc3ccncc3c1c1c[nH]cc21,6.704,1.967369974927,-7.7309,15.4349,2.3177338045539466,0.0,2.867149114937664
[nH]1ccc2Cc3c(sc4cc(-c5cccc6c[nH]cc56)c5cocc5c34)-c12,3.4210000000000003,1.884653027782,-7.2172,11.6382,0.6952360177011109,0.0,3.736055876367937
c1ncc(s1)-c1cc2c(o1)c1cc3ccccc3cc1c1=C[SiH2]C=c21,2.367,1.931077977818,-7.8483,11.2153,2.7359315482750515,0.0,3.686472774638181
c1ccc([se]1)-c1ccc2c3oc4ccncc4c3c3nsnc3c2c1,3.391,1.859768255131,-8.3303,12.7213,4.718112288232841,0.0,3.464354620792027
C1C=CC=C1c1cc2ccc3c4ncccc4c4ccccc4c3c2c2nsnc12,0.635,1.733348090314,-8.1178,9.7528,4.097205254287294,0.0,3.0087709558151143
c1cc2c3cocc3c3c(ncc4cc(-c5cccc6c[nH]cc56)c5cscc5c34)c2cn1,6.367000000000001,0.027586648538,-8.9581,15.467086648538,0.0,29.753477358161877,3.5377193670764413
C1C=CC=C1C1=Cc2[se]c3C=CCc3c2[SiH2]1,2.58,1.23792459682,-7.883999999999999,11.464,1.9575319212972293,0.0,5.087221552271409
[nH]1c2ccc3cocc3c2c2cnc3cc(ncc3c12)-c1ccco1,3.492,2.431800090429,-7.4697,11.9617,1.2575409810843752,0.0,3.0748973900227963
c1sc(-c2ccc3c(c2)c2nsnc2c2c3ncc3ccc4=CCC=c4c23)c2[nH]ccc12,3.653,1.5241704378760002,-8.0194,12.6724,3.6994625751187287,0.0,3.75593914624209
c1sc(-c2ccc(cc2)-c2sc(-c3scc4[se]ccc34)c3nccnc23)c2ccCc12,3.145,0.99874824395,-8.5722,12.7172,7.435341751605707,0.0,3.857590055959718
c1ccc(o1)-c1cc2c([se]1)c1c(ccc3=C[SiH2]C=c13)c1ccccc21,2.316,2.267040499416,-7.2786,10.5946,1.075196319851744,0.0,3.884716466945873
c1cc2oc3c(c4cocc4c4cc(ccc34)-c3nccc4nsnc34)c2c2cscc12,0.831,1.233995578583,-8.6285,10.4595,8.258437296264194,0.0,3.4455703962420907
c1cc2sc3c4ccc(cc4sc3c2cn1)-c1cccc2nsnc12,3.1660000000000004,1.781061067784,-8.4597,12.6257,5.585195625961557,0.0,2.8332192361766424
c1ncc(-c2cc3cc4c5cocc5c5ccc6=CCC=c6c5c4cc3o2)c2nsnc12,2.154,0.909478376985,-8.716000000000001,11.87,8.833141975628973,0.0,3.771024242395937
[nH]1c2ccc3c[nH]cc3c2c2c3nsnc3c3cc(-c4nccs4)c4cscc4c3c12,3.753,1.303387948045,-8.1268,12.8798,4.099762763913168,0.0,3.7219885671259703
c1cc2c3nsnc3c3c4CC(=Cc4c4nsnc4c3c2c2cocc12)c1nccc2nsnc12,4.2330000000000005,0.010409511467,-9.3956,13.753409511467,0.0,19.992962093355573,4.116695161690427
