smiles,cytosine,thymine,time (s)
Cc1csc(SCC(=O)Nc2ncc(Cl)c(C)c2Cl)n1,-1.8858506349299649,-3.696920875788818,3303.931608200073
C[C@@H](NC(=O)c1nc(-c2cnccn2)no1)c1ccccc1,7.911696626864259,14.904883810474129,3453.518826961518
Cc1nc2nc(N3CCCC3)nn2c(Cl)c1C,8.977837415815626,13.19062323567315,2335.056051492691
CCC(=O)c1cccc(C(=O)Cl)c1,-2.793584319047323,5.495813146642959,1623.2689521312714
O=C(C#Cc1ccccc1)NCc1ccc(F)cc1,-1.4433015062122605,5.879476926571579,2387.6928975582123
Cc1c(-c2nc[nH]n2)sc(C#N)c1-c1ccccc1,12.704191599797042,16.410185455602704,2034.81565618515
COc1ccc(-c2csc(CO)n2)cc1,6.636341250673645,8.61358264182438,1710.9528551101685
Cc1ccc([C@@H](Cl)Cc2nc3ccccc3o2)cc1F,2.661964171870664,-0.3296745844632806,2782.264992952347
CN(C)C(=O)Cc1nc(-c2ccc(O)c(O)c2)cs1,-6.835128464669891,9.13977419618115,2643.385956287384
CC(=O)c1cccc(NC(=O)c2onc(C)c2Cl)c1,3.4868728558809945,2.194672888021372,2548.353364467621
CC[C@@H]1CO[C@@H](C)CN1/C=C/C(=O)OC,-4.88920642371437,-0.946690383252971,2630.7684824466705
CCC[C@@H](C#N)[C@@H](O)c1cc(F)c(F)c(F)c1,-3.203966548443817,9.050146988826365,2630.166216135025
Nc1ncc(Cc2cccc(F)c2)c(N)n1,1.8637391165386952,-17.925265931488244,1860.821119070053
Clc1nccc(N2CC[C@H](N3CCOCC3)C2)n1,10.50699641940889,10.598056485655857,3570.7463459968567
Cc1cc(NC(=O)C2=NN(C)C(=O)CC2)ccc1Br,7.715825445325901,8.189924429643238,2937.906390428543
NC(=O)c1cccc(S(=O)(=O)NCc2ccc(Cl)cc2Cl)c1,-4.9353123293512215,-0.9507539378855188,4167.890433549881
CCC(CC)CC(=O)N[C@H]1C=CS(=O)(=O)C1,0.8073560835904141,7.356435759970698,3069.772383213044
Nc1nc(Cl)cc(Sc2nnnn2C2CCCCC2)n1,-1.2033014136759763,6.5622147697898265,3821.0143041610713
O=C(Cc1c(F)cccc1F)c1cc2c(s1)CCCC2,7.295008322918566,12.140307023788688,2371.18141579628
O=C(CSc1nnc(-c2cccnc2)o1)Nc1nnc(C(F)(F)F)s1,3.507199125673197,-5.723920336850478,2460.9845616817474
CC(=O)c1csc(NC(=O)c2scnc2C)n1,8.51265635376524,2.8224940843170647,1709.9409639835358
COc1cccc(C(=O)OCC(=O)c2ccccc2)c1,0.3370210833837879,1.2820985183225688,3026.945780515671
CCn1c(=O)c(I)cn(C)c1=O,5.63157151610884,9.77754567937096,1494.0359270572662
CCOC(=O)CCNn1cnnc1,-14.25821019990532,4.506689904777335,2523.3243622779846
COc1nnc2ccc(N)cn12,-9.25702349615549,4.962006761526522,1217.4530084133148
O=C(C=C1CCSCC1)NCc1ccc(F)c(Cl)c1,-1.0576215821240595,0.7180962562026285,2561.3486862182617
CCOCC(=O)N1CCC[C@H]1CC(C)=O,-11.78662345182198,0.8546548014335172,3912.7196872234335
COC(=O)c1ccc(/C=C2\Cc3ccccc3C2=O)cc1,-2.8420445065636533,1.9371076597846213,2964.96869301796
O=C(CNc1ccc(C(F)(F)F)cc1)Nc1ccc(Br)cc1,2.2293309803417127,3.997866373780666,3159.0364995002747
C[C@@H]1OCC[C@@H]1C(=O)Nc1cccc(-n2cnnn2)c1,1.171851288627344,1.8494993225010528,3141.1245708465576
COC(=O)c1ccc(NCc2ccc(Cl)o2)cc1,1.6457115124910962,4.731364913560166,2053.6266040802
CCC(CC)[C@@H](CC)[C@H](C)O,-1.906752922173016,5.367872198438058,3098.159873008728
Nc1ccc(F)cc1-c1nc(-c2ccc(Cl)cn2)no1,1.929286197522808,19.233486637277032,1997.9323770999908
Cc1ccc(N2CCC(=O)C2)c(F)c1,-0.5333412137572551,6.861051413330432,1512.9293224811554
Cc1cc(C(=O)NCC[C@@H](O)c2ccoc2)no1,-1.1005894520279005,10.813260987653234,2469.454572200775
CCn1cc(S(=O)(=O)Oc2ccc(Br)cc2F)cn1,4.915149780233138,18.94446521032143,2198.5704526901245
O=C(Nc1c2ccccc2nc2ccccc12)c1ccco1,-0.0998879686781218,5.566227156291148,2663.682029724121
CCCCn1ccc([C@H](O)C(C)C)c1,-6.621345671524658,-5.17240967757669,3125.120392799377
CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2N=CN=N2)cc1,19.07882525398331,15.75732040121581,2304.9954855442043
CNS(=O)(=O)c1ccc(C(=O)NCc2cccs2)o1,9.699081429129512,10.517494341975636,2403.627715587616
COC(=O)CC1=NC(S[C@@H](C)C#N)=NC(=O)C1,0.8762817673598762,5.854311854194675,1810.5180716514587
C[C@@H]1C[C@@]1(O)CC1CCCC1,-2.8109048581357,9.0154146809594,1901.9173548221588
O=C1C[C@@H](C(=O)n2ccnc2)CN1c1ccccc1F,6.095896871262255,-0.0497480112503498,1781.5366785526276
C[C@H](Nc1ncc(N)cc1Br)C1CC1,0.1105333373081132,12.449375224665824,1572.1372146606443
CCOc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1F,-8.879140118434412,12.938695050550963,2460.218053340912
CCn1c(S[C@@H]2CC[C@](C#N)(NC)C2)n[nH]c1=O,-9.1630897915305,-3.621493013364799,2410.296609401703
CC[C@@H](CC#N)NC(=O)CCCCO,-1.0696144413776505,3.559134604196505,2150.191531419754
Cn1nc(Br)cc1N,-7.032785039460551,2.0363547147659125,613.863210439682
COc1ccc(C(=O)Nc2ccc(F)c(N)c2)cc1O,1.9542864565687097,-6.309790988351644,2256.683060646057
